Miasto,Data_Pomiaru,Temperatura,Wilgotosc,Cisnienie,Wiatr,Deszcz,Snieg,Zachmurzenie,Rok,Miesiac
Warszawa,10/14/2022,9,87,1007,17,0,0,62,2022,10
Krakow,6/8/2023,15,88,980,11,0,0,76,2023,6
Krakow,10/14/2022,9,85,982,8,0,0,60,2022,10
Krakow,3/7/2023,1,89,966,21,0,0,65,2023,3
Krakow,10/27/2022,10,82,991,8,0,0,22,2022,10
Warszawa,10/27/2022,12,88,1014,13,0,0,57,2022,10
Krakow,8/2/2022,19,80,984,11,1,0,33,2022,8
Warszawa,12/3/2022,0,84,1015,17,0,0,98,2022,12
Krakow,12/3/2022,-1,89,987,11,0,0,65,2022,12
Warszawa,4/10/2023,10,91,1011,12,3,0,69,2023,4
Krakow,4/10/2023,7,95,985,12,7,0,82,2023,4
Krakow,12/7/2023,-1,90,982,6,1,0,98,2023,12
Warszawa,1/17/2023,3,94,980,20,0,0,88,2023,1
Krakow,1/17/2023,0,93,955,13,1,0,69,2023,1
Krakow,4/21/2023,9,72,981,9,0,0,10,2023,4
Warszawa,8/14/2023,24,63,1007,10,0,0,35,2023,8
Warszawa,4/21/2023,12,67,1006,16,0,0,17,2023,4
Krakow,8/13/2023,22,57,983,11,0,0,4,2023,8
Warszawa,11/27/2023,-1,83,995,18,0,0,99,2023,11
Warszawa,11/14/2023,8,88,987,37,5,0,96,2023,11
Krakow,11/14/2023,8,84,969,36,3,0,92,2023,11
Krakow,4/30/2023,9,75,982,17,1,0,49,2023,4
Krakow,4/29/2023,10,79,977,9,3,0,70,2023,4
Warszawa,4/30/2023,10,64,1006,19,0,0,22,2023,4
Warszawa,6/8/2023,19,59,1005,13,0,0,1,2023,6
Warszawa,10/13/2022,9,72,1011,16,0,0,10,2022,10
Warszawa,3/7/2023,0,96,987,25,3,0,93,2023,3
Warszawa,7/27/2023,16,65,999,14,3,0,81,2023,7
Warszawa,1/16/2023,2,93,989,22,0,0,94,2023,1
Krakow,3/6/2023,0,90,970,17,0,0,71,2023,3
Warszawa,8/13/2023,22,64,1006,15,2,0,39,2023,8
Warszawa,12/7/2023,-1,89,1010,18,1,0,99,2023,12
Warszawa,10/26/2022,12,88,1009,14,0,0,78,2022,10
Krakow,10/26/2022,10,83,985,8,0,0,9,2022,10
Krakow,8/27/2023,22,63,973,7,0,0,76,2023,8
Krakow,10/25/2022,12,83,981,18,0,0,42,2022,10
Krakow,8/12/2023,19,54,985,6,0,0,25,2023,8
Warszawa,6/7/2023,20,55,1006,13,0,0,37,2023,6
Krakow,6/7/2023,16,91,981,10,10,0,78,2023,6
Krakow,4/9/2023,4,81,987,5,0,0,48,2023,4
Warszawa,2/23/2023,1,92,1005,21,0,0,80,2023,2
Krakow,2/23/2023,2,92,981,14,0,0,60,2023,2
Warszawa,12/2/2022,-1,72,1017,15,0,0,100,2022,12
Krakow,12/2/2022,-2,83,988,16,0,0,94,2022,12
Krakow,10/13/2022,7,71,986,9,0,0,5,2022,10
Warszawa,11/23/2022,0,83,998,14,0,0,100,2022,11
Krakow,11/23/2022,0,90,972,13,0,0,100,2022,11
Warszawa,3/6/2023,-1,96,992,15,2,0,77,2023,3
Krakow,10/12/2022,6,74,989,9,0,0,28,2022,10
Krakow,3/5/2023,0,89,974,17,2,22,84,2023,3
Krakow,1/16/2023,1,91,964,13,0,0,95,2023,1
Krakow,7/27/2023,15,64,976,15,0,0,33,2023,7
Warszawa,11/26/2023,0,83,995,26,0,0,84,2023,11
Warszawa,8/27/2023,22,78,997,9,3,0,91,2023,8
Krakow,11/26/2023,-1,77,971,24,1,0,69,2023,11
Warszawa,11/13/2023,4,84,998,20,0,0,61,2023,11
Krakow,11/13/2023,3,82,974,14,1,0,47,2023,11
Warszawa,8/12/2023,20,49,1009,6,0,0,27,2023,8
Krakow,4/20/2023,8,87,984,8,2,0,60,2023,4
Warszawa,4/29/2023,11,59,1003,18,0,0,69,2023,4
Warszawa,4/9/2023,9,93,1010,9,2,0,93,2023,4
Krakow,8/11/2023,16,55,987,6,0,0,20,2023,8
Krakow,8/1/2022,18,68,979,11,0,0,39,2022,8
Krakow,12/1/2022,-1,87,989,17,0,0,95,2022,12
Warszawa,8/1/2022,19,66,1001,10,0,0,68,2022,8
Warszawa,12/1/2022,0,87,1018,14,0,0,100,2022,12
Warszawa,10/12/2022,8,78,1014,9,0,0,57,2022,10
Krakow,8/26/2023,24,59,979,9,1,0,43,2023,8
Krakow,11/22/2022,0,95,970,11,0,0,73,2022,11
Warszawa,11/22/2022,0,93,997,13,0,0,96,2022,11
Krakow,10/11/2022,9,71,987,13,0,0,57,2022,10
Warszawa,4/20/2023,12,86,1009,19,2,0,56,2023,4
Warszawa,8/26/2023,23,69,999,11,1,0,75,2023,8
Krakow,12/6/2023,-2,74,978,9,0,0,96,2023,12
Krakow,8/25/2023,23,53,977,15,0,0,52,2023,8
Warszawa,12/6/2023,-2,82,1007,19,0,0,91,2023,12
Warszawa,4/28/2023,8,58,1008,11,0,0,14,2023,4
Krakow,6/6/2023,16,70,982,14,0,0,95,2023,6
Krakow,4/28/2023,8,58,983,10,0,0,46,2023,4
Warszawa,8/11/2023,18,55,1010,9,0,0,39,2023,8
Warszawa,1/15/2023,4,90,993,34,8,0,96,2023,1
Krakow,1/15/2023,3,88,974,21,8,0,94,2023,1
Krakow,4/19/2023,8,89,980,12,2,0,98,2023,4
Warszawa,10/11/2022,9,81,1010,19,0,0,55,2022,10
Warszawa,2/22/2023,1,85,1006,13,0,0,98,2023,2
Warszawa,10/25/2022,13,95,1004,17,9,0,98,2022,10
Krakow,8/10/2023,14,76,985,6,0,0,42,2023,8
Warszawa,4/19/2023,8,93,1006,15,9,0,85,2023,4
Warszawa,8/10/2023,17,63,1009,7,0,0,80,2023,8
Krakow,11/12/2023,4,90,972,18,1,0,84,2023,11
Krakow,7/31/2022,14,95,976,22,13,0,98,2022,7
Warszawa,6/6/2023,19,46,1008,12,0,0,56,2023,6
Warszawa,8/25/2023,18,79,1001,14,5,0,81,2023,8
Warszawa,3/5/2023,-1,85,995,19,0,0,50,2023,3
Krakow,3/4/2023,0,82,976,27,1,0,69,2023,3
Krakow,2/21/2023,6,90,975,38,2,0,99,2023,2
Warszawa,11/25/2023,0,90,985,27,1,0,85,2023,11
Warszawa,2/21/2023,5,89,993,39,2,0,100,2023,2
Krakow,11/25/2023,0,86,963,24,2,0,94,2023,11
Warszawa,9/21/2023,19,54,1000,20,0,0,21,2023,9
Krakow,9/21/2023,18,58,976,16,0,0,1,2023,9
Krakow,4/27/2023,5,65,985,10,0,0,78,2023,4
Warszawa,4/27/2023,5,78,1007,15,1,0,53,2023,4
Krakow,7/26/2023,12,91,972,14,17,0,77,2023,7
Warszawa,11/12/2023,5,88,994,22,0,0,73,2023,11
Warszawa,7/31/2022,15,96,999,20,25,0,100,2022,7
Warszawa,7/26/2023,15,79,994,15,13,0,83,2023,7
Krakow,4/8/2023,2,85,985,16,0,0,48,2023,4
Warszawa,4/8/2023,7,84,1011,11,1,0,64,2023,4
Warszawa,1/14/2023,5,91,1004,26,0,0,79,2023,1
Krakow,1/14/2023,3,90,983,19,0,0,62,2023,1
Krakow,9/20/2023,16,68,982,13,0,0,17,2023,9
Warszawa,11/21/2022,-1,83,997,14,0,0,41,2022,11
Krakow,11/21/2022,0,87,973,10,0,0,63,2022,11
Krakow,1/13/2023,5,87,977,23,1,0,91,2023,1
Krakow,2/20/2023,3,88,980,39,0,0,95,2023,2
Warszawa,10/10/2022,8,75,1013,23,0,0,49,2022,10
Krakow,10/10/2022,8,66,986,14,0,0,6,2022,10
Warszawa,11/11/2023,7,90,991,9,3,0,99,2023,11
Warszawa,11/24/2023,2,87,980,35,3,0,90,2023,11
Krakow,11/11/2023,6,92,966,13,11,0,96,2023,11
Warszawa,8/24/2023,20,56,1004,11,0,0,41,2023,8
Krakow,8/24/2023,20,59,982,6,0,0,18,2023,8
Warszawa,3/4/2023,0,88,998,29,1,0,79,2023,3
Krakow,4/7/2023,0,93,979,12,2,0,97,2023,4
Krakow,11/20/2022,-1,77,975,6,0,0,70,2022,11
Warszawa,4/18/2023,10,86,1012,21,1,0,84,2023,4
Warszawa,8/9/2023,15,73,1004,11,2,0,80,2023,8
Krakow,4/18/2023,9,86,984,20,2,0,87,2023,4
Warszawa,12/20/2022,0,98,1009,29,2,0,99,2022,12
Krakow,8/8/2023,14,68,979,25,0,0,56,2023,8
Krakow,12/20/2022,-1,94,987,13,0,0,88,2022,12
Warszawa,1/13/2023,6,93,1000,26,2,0,99,2023,1
Warszawa,10/24/2022,12,88,1003,16,1,0,83,2022,10
Warszawa,9/20/2023,17,58,1003,16,0,0,46,2023,9
Krakow,10/24/2022,13,80,980,13,0,0,74,2022,10
Warszawa,11/30/2022,0,86,1018,13,0,0,100,2022,11
Krakow,11/30/2022,-2,85,989,14,0,0,86,2022,11
Warszawa,7/30/2022,18,73,1004,22,3,0,98,2022,7
Warszawa,11/20/2022,-3,76,1001,15,0,0,16,2022,11
Krakow,11/19/2022,-3,73,976,7,0,0,65,2022,11
Warszawa,6/5/2023,17,43,1011,8,0,0,8,2023,6
Warszawa,8/8/2023,15,64,1000,25,0,0,70,2023,8
Krakow,8/23/2023,21,68,982,10,1,0,11,2023,8
Krakow,10/23/2022,12,79,983,13,0,0,76,2022,10
Warszawa,1/18/2023,1,95,982,20,3,0,100,2023,1
Krakow,9/19/2023,16,90,976,15,8,0,95,2023,9
Krakow,7/25/2023,19,71,968,12,9,0,88,2023,7
Warszawa,7/25/2023,21,56,991,18,2,0,93,2023,7
Warszawa,4/17/2023,9,89,1011,19,1,0,100,2023,4
Krakow,12/5/2023,-3,65,977,7,0,0,48,2023,12
Warszawa,12/5/2023,-3,71,1007,20,0,0,71,2023,12
Krakow,7/30/2022,19,74,977,10,15,0,99,2022,7
Warszawa,8/23/2023,19,61,1006,10,0,0,16,2023,8
Warszawa,2/20/2023,3,92,997,44,7,0,96,2023,2
Krakow,7/29/2022,20,58,982,15,0,0,51,2022,7
Warszawa,4/7/2023,6,95,1005,18,6,0,100,2023,4
Warszawa,11/19/2022,-3,73,1000,11,0,0,48,2022,11
Warszawa,9/9/2023,20,60,1010,8,0,0,65,2023,9
Krakow,9/9/2023,18,57,985,9,0,0,29,2023,9
Warszawa,11/29/2022,0,88,1014,19,0,0,100,2022,11
Krakow,8/7/2023,14,88,972,21,7,0,97,2023,8
Warszawa,8/7/2023,15,76,992,26,1,0,88,2023,8
Warszawa,12/19/2022,-6,93,1022,25,0,0,51,2022,12
Krakow,12/19/2022,-8,87,999,11,0,0,47,2022,12
Warszawa,2/15/2023,1,95,1017,11,0,0,100,2023,2
Krakow,2/15/2023,1,93,995,6,0,0,40,2023,2
Warszawa,9/19/2023,18,65,997,17,0,0,90,2023,9
Warszawa,1/12/2023,4,95,1003,25,0,0,98,2023,1
Krakow,8/6/2023,16,91,966,16,7,0,90,2023,8
Warszawa,7/24/2023,23,47,994,20,0,0,79,2023,7
Warszawa,11/10/2023,7,82,995,20,0,0,95,2023,11
Warszawa,10/23/2022,12,94,1006,16,0,0,91,2022,10
Krakow,6/8/2022,17,86,975,7,1,0,92,2022,6
Krakow,11/24/2023,3,84,960,40,3,0,91,2023,11
Krakow,11/23/2023,2,74,976,39,0,0,89,2023,11
Krakow,2/19/2023,3,96,979,26,9,0,100,2023,2
Warszawa,7/29/2022,19,49,1009,15,0,0,52,2022,7
Krakow,11/10/2023,7,81,970,10,4,0,94,2023,11
Krakow,9/8/2023,17,62,989,10,0,0,1,2023,9
Krakow,1/12/2023,3,90,981,19,0,0,72,2023,1
Warszawa,8/22/2023,20,58,1006,10,3,0,37,2023,8
Krakow,8/22/2023,22,65,986,8,3,0,41,2023,8
Krakow,7/24/2023,24,43,973,17,0,0,50,2023,7
Krakow,4/17/2023,8,94,982,19,6,0,95,2023,4
Warszawa,9/18/2023,21,58,1003,16,0,0,52,2023,9
Krakow,7/23/2023,21,44,978,19,0,0,29,2023,7
Krakow,4/16/2023,8,78,980,8,0,0,55,2023,4
Krakow,9/18/2023,19,62,979,14,0,0,21,2023,9
Krakow,6/5/2023,16,58,984,13,0,0,45,2023,6
Krakow,3/3/2023,0,90,985,13,0,0,95,2023,3
Warszawa,3/3/2023,0,92,1006,19,0,0,87,2023,3
Krakow,9/7/2023,16,55,990,13,0,0,0,2023,9
Warszawa,8/6/2023,21,73,987,24,5,0,71,2023,8
Krakow,8/4/2023,18,80,977,10,5,0,77,2023,8
Warszawa,2/19/2023,2,89,1000,26,0,0,83,2023,2
Warszawa,4/6/2023,1,84,1007,22,14,0,95,2023,4
Krakow,2/14/2023,1,95,999,16,0,0,99,2023,2
Krakow,11/29/2022,-1,83,987,9,0,0,13,2022,11
Krakow,11/28/2022,0,89,986,12,0,0,20,2022,11
Krakow,8/21/2023,23,62,986,6,0,0,41,2023,8
Warszawa,11/23/2023,2,84,994,47,5,0,99,2023,11
Warszawa,8/4/2023,20,62,998,15,0,0,53,2023,8
Warszawa,7/23/2023,20,50,1000,16,0,0,76,2023,7
Warszawa,1/11/2023,2,95,1006,19,0,0,98,2023,1
Krakow,1/11/2023,2,91,984,9,0,0,78,2023,1
Krakow,7/28/2022,18,67,983,11,3,0,60,2022,7
Warszawa,4/16/2023,9,90,1006,13,1,0,98,2023,4
Krakow,9/17/2023,18,63,985,8,0,0,27,2023,9
Krakow,12/18/2022,-8,92,999,9,0,0,58,2022,12
Warszawa,2/14/2023,3,95,1020,20,0,0,100,2023,2
Warszawa,12/4/2023,-2,80,1010,19,0,0,65,2023,12
Warszawa,9/7/2023,19,62,1014,9,0,0,4,2023,9
Krakow,8/3/2023,19,56,972,15,0,0,80,2023,8
Warszawa,6/8/2022,19,76,999,10,1,0,77,2022,6
Krakow,6/2/2023,13,73,980,15,0,0,25,2023,6
Warszawa,8/21/2023,23,56,1008,15,0,0,17,2023,8
Warszawa,10/9/2022,9,82,1013,17,0,0,54,2022,10
Warszawa,9/17/2023,18,72,1007,10,0,0,34,2023,9
Warszawa,2/17/2023,5,95,1001,29,12,0,100,2023,2
Krakow,4/6/2023,0,70,982,16,2,2,87,2023,4
Warszawa,6/4/2023,14,46,1012,6,0,0,26,2023,6
Krakow,6/4/2023,12,61,985,11,0,0,4,2023,6
Krakow,7/22/2023,17,66,978,16,0,0,28,2023,7
Krakow,9/6/2023,15,55,991,7,0,0,1,2023,9
Krakow,11/22/2023,0,84,986,11,0,0,99,2023,11
Warszawa,11/22/2023,-2,67,1012,14,0,0,56,2023,11
Krakow,2/13/2023,1,95,998,20,0,0,97,2023,2
Warszawa,8/3/2023,18,76,992,28,3,0,72,2023,8
Krakow,4/5/2023,0,55,984,8,0,0,46,2023,4
Warszawa,2/13/2023,3,95,1021,26,0,0,100,2023,2
Warszawa,4/5/2023,1,60,1011,7,0,0,9,2023,4
Warszawa,12/18/2022,-5,95,1024,13,0,0,83,2022,12
Krakow,2/12/2023,0,96,998,13,0,0,91,2023,2
Warszawa,3/2/2023,0,94,1011,7,0,0,58,2023,3
Krakow,2/17/2023,4,90,983,31,2,0,81,2023,2
Warszawa,11/18/2022,-1,79,996,17,0,0,79,2022,11
Krakow,9/16/2023,15,70,985,14,0,0,1,2023,9
Krakow,11/18/2022,-1,92,967,16,5,40,96,2022,11
Krakow,2/16/2023,1,88,987,19,0,0,56,2023,2
Krakow,11/17/2022,1,92,969,18,2,0,99,2022,11
Warszawa,9/16/2023,15,66,1011,21,0,0,0,2023,9
Warszawa,7/28/2022,17,54,1007,8,0,0,3,2022,7
Warszawa,9/6/2023,18,56,1013,8,0,0,17,2023,9
Krakow,7/27/2022,18,71,980,11,0,0,43,2022,7
Warszawa,11/28/2022,0,92,1013,16,0,0,74,2022,11
Krakow,12/4/2023,-3,66,985,12,0,0,33,2023,12
Warszawa,12/11/2023,2,98,992,29,6,0,100,2023,12
Krakow,12/13/2023,0,95,966,7,0,0,94,2023,12
Warszawa,6/2/2023,12,62,1005,18,0,0,51,2023,6
Krakow,9/2/2022,12,56,985,15,0,0,25,2022,9
Warszawa,9/2/2022,14,53,1011,12,0,0,1,2022,9
Krakow,8/5/2023,17,91,972,12,2,0,96,2023,8
Krakow,8/20/2023,23,63,986,6,0,0,14,2023,8
Warszawa,8/20/2023,25,55,1008,11,0,0,21,2023,8
Krakow,3/2/2023,0,80,986,9,0,0,8,2023,3
Krakow,10/9/2022,10,74,989,14,0,0,26,2022,10
Krakow,6/9/2022,19,73,975,8,1,0,58,2022,6
Warszawa,2/12/2023,0,90,1022,15,0,0,79,2023,2
Warszawa,8/5/2023,19,79,999,14,3,0,86,2023,8
Krakow,8/9/2023,15,70,983,17,1,0,70,2023,8
Warszawa,1/10/2023,4,98,1002,13,2,0,98,2023,1
Krakow,1/10/2023,2,99,978,16,14,0,100,2023,1
Krakow,4/4/2023,0,68,985,18,0,0,81,2023,4
Krakow,9/5/2023,15,62,990,10,0,0,0,2023,9
Warszawa,9/5/2023,16,58,1013,7,0,0,11,2023,9
Warszawa,9/15/2023,14,62,1012,13,0,0,4,2023,9
Warszawa,7/22/2023,18,65,1000,17,6,0,76,2023,7
Krakow,1/10/2022,-3,87,982,13,0,0,98,2022,1
Krakow,9/15/2023,15,71,987,11,0,0,33,2023,9
Warszawa,1/9/2023,4,97,993,21,3,0,99,2023,1
Krakow,6/1/2023,16,60,978,9,0,0,27,2023,6
Warszawa,6/1/2023,18,50,1002,18,0,0,23,2023,6
Warszawa,12/13/2023,1,97,994,15,0,0,100,2023,12
Warszawa,7/27/2022,18,62,1003,15,0,0,18,2022,7
Warszawa,3/1/2023,0,91,1014,11,0,0,67,2023,3
Warszawa,8/19/2023,24,57,1007,7,0,0,21,2023,8
Krakow,3/1/2023,0,79,989,6,0,0,10,2023,3
Krakow,8/19/2023,23,63,983,6,0,0,13,2023,8
Warszawa,12/17/2022,-4,92,1010,18,0,0,95,2022,12
Krakow,12/17/2022,-3,94,984,16,4,9,100,2022,12
Warszawa,11/27/2022,0,90,1018,9,0,0,95,2022,11
Warszawa,11/17/2022,0,77,997,17,0,0,99,2022,11
Krakow,11/16/2022,5,94,969,13,6,0,99,2022,11
Krakow,9/1/2022,14,54,984,13,0,0,46,2022,9
Warszawa,9/1/2022,14,62,1010,15,0,0,24,2022,9
Krakow,2/11/2023,0,93,991,28,1,0,82,2023,2
Warszawa,4/4/2023,0,68,1012,16,0,0,62,2023,4
Warszawa,1/10/2022,-2,92,1009,14,0,0,96,2022,1
Warszawa,6/9/2022,21,69,998,9,0,0,65,2022,6
Krakow,6/10/2022,16,84,982,14,0,0,74,2022,6
Warszawa,2/16/2023,2,96,1010,19,0,0,99,2023,2
Warszawa,9/14/2023,17,81,1006,19,4,0,82,2023,9
Krakow,2/18/2023,6,87,976,43,9,0,98,2023,2
Krakow,1/8/2023,2,95,977,8,0,0,86,2023,1
Krakow,8/18/2023,22,67,985,6,0,0,15,2023,8
Warszawa,2/11/2023,1,97,1012,35,2,0,100,2023,2
Warszawa,9/4/2023,16,71,1016,7,0,0,25,2023,9
Krakow,11/27/2022,1,92,991,7,0,0,74,2022,11
Krakow,9/4/2023,15,72,991,9,0,0,27,2023,9
Krakow,10/2/2021,11,79,985,11,0,0,29,2021,10
Krakow,9/14/2023,16,90,983,14,3,0,93,2023,9
Krakow,1/11/2022,-3,82,996,10,0,0,100,2022,1
Warszawa,11/16/2022,4,89,997,21,3,0,98,2022,11
Warszawa,2/28/2023,0,77,1019,7,0,0,23,2023,2
Warszawa,2/18/2023,4,88,996,40,3,0,100,2023,2
Warszawa,1/8/2023,2,94,1002,24,0,0,100,2023,1
Warszawa,8/18/2023,24,48,1007,13,0,0,18,2023,8
Krakow,8/17/2023,21,70,985,11,1,0,82,2023,8
Warszawa,12/16/2022,-3,93,1002,19,3,32,98,2022,12
Krakow,6/25/2021,19,83,979,12,1,0,51,2021,6
Warszawa,10/8/2022,14,74,1007,19,0,0,59,2022,10
Krakow,12/16/2022,-1,97,973,14,10,84,100,2022,12
Krakow,10/8/2022,13,72,983,14,0,0,26,2022,10
Krakow,12/15/2022,-1,84,972,11,0,0,92,2022,12
Warszawa,2/10/2023,0,95,1019,27,0,0,89,2023,2
Krakow,1/7/2023,4,94,983,12,0,0,83,2023,1
Warszawa,12/31/2022,8,92,1003,33,0,0,97,2022,12
Krakow,12/31/2022,7,87,982,33,0,0,94,2022,12
Warszawa,8/31/2022,16,64,1010,16,0,0,53,2022,8
Krakow,2/10/2023,-3,88,997,19,0,0,42,2023,2
Krakow,8/31/2022,16,60,984,10,0,0,91,2022,8
Krakow,2/28/2023,-1,83,992,10,0,0,58,2023,2
Krakow,8/14/2021,23,64,984,12,0,0,41,2021,8
Warszawa,9/3/2023,17,65,1011,11,0,0,46,2023,9
Warszawa,1/11/2022,-2,90,1022,10,0,0,99,2022,1
Krakow,9/3/2023,15,84,987,10,7,0,55,2023,9
Warszawa,6/25/2021,20,84,1003,10,13,0,72,2021,6
Warszawa,6/10/2022,19,73,1006,17,0,0,19,2022,6
Warszawa,6/3/2023,11,54,1012,10,0,0,10,2023,6
Krakow,6/26/2021,17,77,981,9,2,0,35,2021,6
Krakow,6/3/2023,11,64,985,15,0,0,2,2023,6
Warszawa,8/17/2023,27,46,1008,9,0,0,95,2023,8
Krakow,1/12/2022,-5,80,998,9,0,0,63,2022,1
Warszawa,9/13/2023,22,58,1002,10,4,0,37,2023,9
Krakow,9/13/2023,22,54,979,11,0,0,54,2023,9
Krakow,9/12/2023,20,62,978,7,0,0,21,2023,9
Warszawa,10/7/2022,11,71,1015,15,0,0,2,2022,10
Krakow,9/14/2022,15,70,971,14,1,0,95,2022,9
Warszawa,9/14/2022,15,72,994,14,0,0,93,2022,9
Krakow,9/2/2023,17,72,984,10,1,0,66,2023,9
Warszawa,8/16/2023,26,39,1008,13,0,0,38,2023,8
Krakow,8/16/2023,25,50,983,11,0,0,45,2023,8
Krakow,6/11/2022,16,65,985,12,0,0,2,2022,6
Krakow,5/31/2023,13,67,986,8,0,0,9,2023,5
Krakow,2/22/2023,2,90,981,12,0,0,61,2023,2
Warszawa,1/7/2023,3,98,1008,14,0,0,98,2023,1
Warszawa,7/8/2023,21,46,1009,11,0,0,4,2023,7
Krakow,7/8/2023,19,47,987,4,0,0,4,2023,7
Krakow,10/7/2022,13,77,990,11,0,0,29,2022,10
Krakow,2/4/2023,-1,95,986,31,8,36,99,2023,2
Warszawa,12/15/2022,-3,81,997,11,0,0,84,2022,12
Krakow,12/14/2022,-3,67,971,12,2,27,78,2022,12
Warszawa,9/12/2023,20,58,1001,5,0,0,21,2023,9
Krakow,9/13/2022,14,63,976,13,0,0,51,2022,9
Warszawa,2/9/2023,-2,93,1025,20,0,0,61,2023,2
Krakow,9/11/2023,20,63,982,6,0,0,6,2023,9
Warszawa,9/1/2023,16,58,1004,19,0,0,23,2023,9
Krakow,9/1/2023,16,65,980,17,0,0,67,2023,9
Warszawa,6/26/2021,19,81,1005,14,5,0,76,2021,6
Warszawa,9/2/2023,17,61,1008,11,0,0,28,2023,9
Warszawa,12/14/2022,-4,70,999,18,1,14,28,2022,12
Krakow,2/9/2023,-4,87,1000,9,0,0,2,2023,2
Warszawa,5/31/2023,15,48,1010,12,0,0,5,2023,5
Krakow,5/30/2023,14,69,984,12,0,0,45,2023,5
Krakow,1/6/2023,3,88,984,22,0,0,95,2023,1
Warszawa,1/6/2023,0,88,1008,16,4,0,100,2023,1
Warszawa,2/4/2023,-2,93,1012,28,2,20,78,2023,2
Warszawa,10/6/2022,13,79,1013,23,0,0,50,2022,10
Krakow,10/6/2022,14,71,990,18,0,0,73,2022,10
Warszawa,9/13/2022,13,70,999,11,0,0,55,2022,9
Krakow,7/7/2023,17,56,986,8,0,0,84,2023,7
Warszawa,8/31/2023,16,70,998,17,0,0,59,2023,8
Krakow,8/31/2023,15,71,977,12,0,0,65,2023,8
Warszawa,12/30/2022,4,97,1003,23,0,0,87,2022,12
Krakow,12/30/2022,3,91,982,13,0,0,64,2022,12
Warszawa,12/13/2022,-2,75,1000,24,0,0,96,2022,12
Warszawa,10/2/2021,12,83,1009,20,0,0,67,2021,10
Warszawa,8/14/2021,22,59,1006,16,0,0,49,2021,8
Warszawa,8/30/2022,17,77,1009,19,0,0,61,2022,8
Krakow,8/30/2022,16,69,984,10,0,0,10,2022,8
Krakow,12/29/2022,2,87,979,23,0,0,89,2022,12
Warszawa,9/11/2023,20,60,1003,7,0,0,2,2023,9
Warszawa,7/7/2023,19,51,1008,10,0,0,9,2023,7
Warszawa,1/12/2022,-2,88,1023,14,0,0,76,2022,1
Krakow,8/15/2021,23,66,979,10,0,0,13,2021,8
Warszawa,2/8/2023,-1,93,1032,9,0,0,69,2023,2
Krakow,1/13/2022,0,90,994,29,0,0,95,2022,1
Krakow,2/8/2023,-3,92,1005,11,0,0,43,2023,2
Krakow,6/27/2021,18,69,982,6,0,0,9,2021,6
Warszawa,2/3/2023,0,91,1001,24,5,39,96,2023,2
Krakow,2/3/2023,0,94,979,26,9,24,95,2023,2
Warszawa,6/11/2022,18,65,1009,13,0,0,2,2022,6
Krakow,8/30/2023,17,86,971,9,3,0,98,2023,8
Krakow,12/13/2022,-4,70,976,14,0,0,54,2022,12
Krakow,1/5/2023,6,87,975,43,8,0,99,2023,1
Warszawa,10/5/2022,12,74,1009,22,0,0,96,2022,10
Warszawa,1/13/2022,0,96,1015,36,4,0,100,2022,1
Warszawa,9/12/2022,11,76,1002,14,0,0,89,2022,9
Krakow,8/29/2022,18,74,985,15,2,0,45,2022,8
Warszawa,7/6/2023,19,64,1006,13,0,0,74,2023,7
Krakow,7/6/2023,17,62,983,11,0,0,70,2023,7
Warszawa,8/15/2021,22,59,1002,14,0,0,51,2021,8
Krakow,8/16/2021,23,68,974,14,20,0,78,2021,8
Warszawa,6/27/2021,19,62,1004,12,0,0,2,2021,6
Krakow,6/28/2021,20,57,981,5,0,0,30,2021,6
Warszawa,12/29/2022,4,91,1000,28,0,0,91,2022,12
Warszawa,2/2/2023,1,94,996,29,6,0,92,2023,2
Krakow,10/3/2021,11,72,981,13,0,0,31,2021,10
Krakow,9/10/2023,19,59,985,7,0,0,46,2023,9
Warszawa,9/10/2023,21,54,1008,13,0,0,24,2023,9
Warszawa,1/5/2023,6,90,994,40,11,0,99,2023,1
Krakow,1/4/2023,3,87,987,23,0,0,69,2023,1
Krakow,6/12/2022,17,60,984,7,0,0,12,2022,6
Krakow,10/4/2021,15,71,982,9,0,0,37,2021,10
Krakow,2/7/2023,-5,93,1003,10,0,0,66,2023,2
Warszawa,8/30/2023,17,85,993,10,4,0,92,2023,8
Warszawa,1/4/2023,2,93,1008,27,5,0,60,2023,1
Warszawa,5/30/2023,16,46,1009,16,0,0,31,2023,5
Krakow,12/28/2022,0,85,986,19,0,0,51,2022,12
Warszawa,12/28/2022,2,92,1007,29,0,0,84,2022,12
Krakow,10/5/2022,11,71,987,17,0,0,80,2022,10
Krakow,2/2/2023,0,96,976,34,9,0,98,2023,2
Krakow,1/3/2023,5,93,990,20,0,0,84,2023,1
Krakow,9/12/2022,12,76,979,18,0,0,21,2022,9
Warszawa,12/12/2022,0,90,989,28,5,15,100,2022,12
Krakow,12/12/2022,-2,87,970,24,6,17,100,2022,12
Krakow,1/14/2022,1,93,987,38,1,0,100,2022,1
Krakow,4/19/2022,4,67,978,9,0,0,65,2022,4
Warszawa,10/3/2021,12,77,1008,21,0,0,57,2021,10
Warszawa,7/5/2023,22,50,1003,13,1,0,25,2023,7
Warszawa,10/4/2022,10,85,1006,26,0,0,81,2022,10
Krakow,7/5/2023,21,56,979,10,0,0,40,2023,7
Krakow,2/1/2023,1,94,976,36,6,0,97,2023,2
Warszawa,2/1/2023,1,94,991,38,1,0,98,2023,2
